"A","pass","math_test","math","activity_score","activity","school"
3174,0,53.83,0.383,4,0.679,45
3175,0,48.08,-0.192,3,-0.424,45
3176,0,52.67,0.267,2,-1.806,45
3177,1,61.66,1.166,3,-0.2,45
3178,0,47.92,-0.208,2,-1.545,45
3179,1,57.76,0.776,5,1.192,45
3180,0,52.17,0.217,1,-2.781,45
3181,0,55.13,0.513,3,-0.64,45
3182,0,51.12,0.112,4,0.67,45
3183,0,59.6,0.96,2,-1.935,45
3184,0,34.32,-1.568,4,0.336,45
3185,0,60.24,1.024,4,0.766,45
3186,0,59.519999999999996,0.952,3,-0.094,45
3187,0,59.81,0.981,4,0.45,45
3188,0,44.81,-0.519,4,0.101,45
3189,0,56.39,0.639,5,1.002,45
3190,1,43.59,-0.641,4,0.399,45
3191,0,35.65,-1.435,3,-0.042,45
3192,0,59.04,0.904,3,-0.92,45
3193,0,55.78,0.578,4,0.522,45
3194,1,54.12,0.412,4,0.038,45
3195,0,50.0,0.0,3,-0.396,45
3196,0,48.7,-0.13,3,-0.338,45
3197,0,52.07,0.207,3,-0.332,45
3198,0,50.85,0.085,3,-0.204,45
3199,0,28.02,-2.198,4,0.787,45
3200,0,56.22,0.622,5,1.128,45
3201,0,48.55,-0.145,4,0.763,45
3202,1,57.37,0.737,4,0.615,45
3203,0,40.41,-0.959,3,-0.065,45
3204,0,39.22,-1.078,2,-1.841,45
3205,0,56.37,0.637,4,0.294,45
3206,0,50.61,0.061,4,0.909,45
3207,0,55.59,0.559,3,-0.38,46
3208,0,39.06,-1.094,5,1.486,46
3209,1,62.73,1.273,2,-1.317,46
3210,0,42.63,-0.737,4,0.204,46
3211,0,58.480000000000004,0.848,4,0.606,46
3212,1,42.04,-0.796,3,-0.332,46
3213,1,56.21,0.621,2,-1.495,46
3214,0,46.57,-0.343,4,0.376,46
3215,1,39.12,-1.088,3,-0.76,46
3216,1,54.81,0.481,2,-1.085,46
3217,1,48.46,-0.154,2,-1.047,46
3218,1,49.95,-0.005,3,-0.233,46
3219,1,61.62,1.162,4,0.184,46
3220,0,49.25,-0.075,5,1.121,46
3221,1,45.3,-0.47,2,-1.884,46
3222,1,67.3,1.73,2,-1.139,46
3223,1,63.86,1.386,3,-0.613,46
3224,1,36.83,-1.317,3,-0.482,46
3225,1,38.82,-1.118,2,-1.854,46
3226,0,36.25,-1.375,3,-0.413,46
3227,1,62.09,1.209,5,1.231,46
3228,0,49.92,-0.008,4,0.712,46
3229,1,53.45,0.345,3,-0.071,46
3230,1,57.26,0.726,3,-0.885,46
3231,1,40.49,-0.951,2,-1.292,46
3232,0,20.76,-2.924,3,-0.57,46
3233,0,47.8,-0.22,5,1.341,46
3234,1,36.06,-1.394,3,-0.47,46
3235,0,45.72,-0.428,5,1.213,46
3236,0,46.84,-0.316,5,1.083,46
3237,0,35.96,-1.404,5,1.074,46
3238,0,52.19,0.219,3,-0.737,46
3239,1,56.1,0.61,3,-0.14,46
3240,1,42.28,-0.772,4,0.066,46
3241,1,47.12,-0.288,4,0.354,46
3242,0,60.3,1.03,4,0.688,46
3243,0,46.47,-0.353,3,-0.41,46
3244,0,39.2,-1.08,4,0.471,46
3245,1,66.43,1.643,3,-0.839,46
3246,1,60.39,1.039,3,-0.426,46
3247,1,37.09,-1.291,3,-0.221,46
3248,1,54.0,0.4,4,0.445,46
3249,0,34.45,-1.555,5,1.84,46
3250,1,48.92,-0.108,4,0.333,46
3251,1,42.3,-0.77,3,-0.448,46
3252,0,64.28,1.428,5,1.225,46
3253,0,44.47,-0.553,3,-0.353,46
3254,0,46.4,-0.36,5,1.383,46
3255,1,57.5,0.75,3,-0.583,46
3256,1,36.91,-1.309,2,-1.244,46
3257,1,55.73,0.573,2,-1.471,46
3258,0,55.39,0.539,3,-0.501,46
3259,1,48.64,-0.136,4,0.525,46
3260,1,60.89,1.089,4,0.238,46
3261,1,39.5,-1.05,3,-0.111,46
3262,1,53.73,0.373,4,0.066,46
3263,1,47.2,-0.28,3,-0.294,46
3264,0,58.85,0.885,5,1.288,46
3265,0,39.68,-1.032,3,-0.054,46
3266,1,48.82,-0.118,4,0.005,46
3267,1,59.769999999999996,0.977,5,1.321,46
3268,1,59.72,0.972,4,0.055,46
3269,1,46.89,-0.311,3,-0.715,46
3270,0,60.6,1.06,5,1.052,46
3271,0,51.32,0.132,3,-0.076,46
3272,0,53.97,0.397,6,2.046,46
3273,1,65.08,1.508,2,-1.152,46
3274,0,56.93,0.693,4,0.258,46
3275,1,57.4,0.74,2,-1.561,46
3276,0,68.06,1.806,4,0.471,46
3277,0,59.730000000000004,0.973,4,0.155,46
3278,1,43.03,-0.697,4,0.523,46
3279,1,66.7,1.67,3,-0.457,46
3280,1,48.98,-0.102,2,-1.318,46
3281,1,61.08,1.108,3,-0.08,46
3282,0,48.32,-0.168,4,0.234,46
3283,1,61.03,1.103,3,-0.67,46
3284,0,39.15,-1.085,3,-0.043,47
3285,0,50.81,0.081,3,-0.502,47
3286,0,66.83,1.683,4,0.553,47
3287,1,61.97,1.197,4,0.251,47
3288,1,64.96000000000001,1.496,5,1.275,47
3289,1,65.24,1.524,4,0.065,47
3290,1,50.99,0.099,4,0.601,47
3291,1,51.4,0.14,3,-0.496,47
3292,1,47.75,-0.225,3,-0.84,47
3293,0,50.19,0.019,2,-1.071,47
3294,0,48.54,-0.146,4,0.79,47
3295,1,47.19,-0.281,4,0.663,47
3296,1,41.94,-0.806,3,-0.387,47
3297,1,44.09,-0.591,3,-0.976,47
3298,1,58.480000000000004,0.848,3,-0.473,47
3299,1,46.05,-0.395,4,0.218,47
3300,1,51.14,0.114,4,0.742,47
3301,1,53.15,0.315,4,0.359,47
3302,0,43.58,-0.642,4,0.46,47
3303,1,36.26,-1.374,3,-0.094,47
3304,1,55.19,0.519,4,0.985,47
3305,0,53.36,0.336,4,0.765,47
3306,0,37.08,-1.292,4,0.93,47
3307,0,54.21,0.421,3,-0.215,47
3308,1,46.38,-0.362,4,0.101,47
3309,1,59.17,0.917,3,-0.813,47
3310,0,46.4,-0.36,5,1.131,47
3311,0,54.6,0.46,4,0.27,47
3312,1,37.980000000000004,-1.202,3,-0.982,47
3313,1,48.17,-0.183,2,-1.495,47
3314,0,33.89,-1.611,4,0.892,47
3315,0,45.47,-0.453,5,1.553,47
3316,1,53.81,0.381,3,-0.284,47
3317,1,51.65,0.165,3,-0.484,47
3318,1,53.32,0.332,5,1.847,47
3319,0,45.42,-0.458,4,0.369,47
3320,1,57.75,0.775,4,0.605,47
3321,1,46.63,-0.337,3,-0.677,47
3322,1,39.92,-1.008,4,0.955,47
3323,0,56.269999999999996,0.627,4,0.399,47
3324,1,55.68,0.568,4,0.357,47
3325,0,26.43,-2.357,4,0.451,47
3326,1,43.64,-0.636,2,-1.985,47
3327,0,59.769999999999996,0.977,3,-0.326,47
3328,1,73.83,2.383,6,2.266,47
3329,1,41.4,-0.86,4,0.418,47
3330,1,22.07,-2.793,3,-0.949,47
3331,1,51.14,0.114,4,0.871,47
3332,0,59.04,0.904,4,0.002,47
3333,1,47.17,-0.283,2,-1.336,47
3334,0,49.73,-0.027,4,0.422,47
3335,1,56.01,0.601,3,-0.268,48
3336,1,54.55,0.455,4,0.447,48
3337,1,48.72,-0.128,6,2.033,48
3338,0,45.57,-0.443,1,-2.358,48
3339,1,47.62,-0.238,4,0.894,48
3340,0,51.02,0.102,3,-0.626,48
3341,1,58.88,0.888,4,0.457,48
3342,0,30.38,-1.962,4,0.376,48
3343,1,49.38,-0.062,4,0.142,48
3344,1,55.88,0.588,6,2.008,48
3345,0,44.56,-0.544,3,-0.613,48
3346,1,43.84,-0.616,3,-0.369,48
3347,0,51.57,0.157,3,-0.749,48
3348,1,45.92,-0.408,4,0.907,48
3349,1,47.28,-0.272,4,0.349,48
3350,0,41.26,-0.874,3,-0.487,48
3351,0,49.38,-0.062,3,-0.533,48
3352,0,52.69,0.269,1,-2.137,48
3353,0,45.17,-0.483,2,-1.663,48
3354,1,62.73,1.273,3,-0.124,48
3355,1,44.11,-0.589,3,-0.48,48
3356,1,64.28,1.428,3,-0.976,48
3357,0,41.41,-0.859,3,-0.637,48
3358,1,57.74,0.774,5,1.622,48
3359,1,45.75,-0.425,5,1.222,48
3360,1,41.519999999999996,-0.848,4,0.016,48
3361,1,47.85,-0.215,2,-1.9,48
3362,1,46.05,-0.395,4,0.294,48
3363,1,44.46,-0.554,3,-0.127,48
3364,1,32.61,-1.739,4,0.548,48
3365,0,48.34,-0.166,3,-0.937,48
3366,0,41.19,-0.881,3,-0.638,48
3367,0,52.83,0.283,1,-2.218,48
3368,1,52.07,0.207,3,-0.197,48
3369,1,39.230000000000004,-1.077,4,0.853,48
3370,1,47.93,-0.207,5,1.087,48
3371,1,39.4,-1.06,4,0.204,48
3372,1,54.91,0.491,4,0.704,48
3373,0,49.55,-0.045,2,-1.384,48
3374,1,47.72,-0.228,3,-0.311,48
3375,1,46.54,-0.346,4,0.149,48
3376,1,46.23,-0.377,4,0.55,48
3377,0,56.58,0.658,2,-1.529,48
3378,1,50.68,0.068,5,1.295,48
3379,1,56.76,0.676,3,-0.613,48
3380,1,25.68,-2.432,4,0.147,48
3381,1,38.9,-1.11,3,-0.096,48
3382,1,53.02,0.302,4,0.112,48
3383,1,56.72,0.672,4,0.052,48
3384,0,63.6,1.36,3,-0.519,48
3385,1,40.89,-0.911,4,0.096,48
3386,1,59.6,0.96,4,0.646,48
3387,1,57.07,0.707,5,1.314,48
3388,1,68.66,1.866,3,-0.275,48
3389,1,44.65,-0.535,3,-0.356,48
3390,1,62.15,1.215,5,1.421,48
3391,1,34.71,-1.529,4,0.7,48
3392,0,59.99,0.999,2,-1.422,48
3393,0,48.9,-0.11,3,-0.955,48
3394,1,59.26,0.926,4,0.057,48
3395,0,32.629999999999995,-1.737,3,-0.95,48
3396,1,50.23,0.023,4,0.166,48
3397,1,40.19,-0.981,5,1.323,48
3398,1,39.62,-1.038,4,0.157,48
3399,0,51.23,0.123,4,0.23,48
3400,0,69.62,1.962,3,-0.69,48
3401,0,42.13,-0.787,3,-0.332,48
3402,1,62.55,1.255,4,0.699,48
3403,1,52.59,0.259,4,0.086,48
3404,0,43.69,-0.631,3,-0.295,48
3405,1,48.73,-0.127,4,0.225,48
3406,1,43.68,-0.632,5,1.023,48
3407,0,70.25999999999999,2.026,1,-2.658,48
3408,1,41.620000000000005,-0.838,3,-0.385,48
3409,1,58.39,0.839,5,1.236,48
3410,1,54.34,0.434,6,2.444,48
3411,0,65.05,1.505,2,-1.385,48
3412,1,38.42,-1.158,4,0.819,48
3413,1,61.739999999999995,1.174,5,1.266,48
3414,0,40.51,-0.949,3,-0.527,48
3415,0,45.63,-0.437,2,-1.405,48
3416,1,60.16,1.016,3,-0.165,48
3417,0,42.93,-0.707,3,-0.632,48
3418,1,44.81,-0.519,4,0.646,48
3419,1,30.87,-1.913,4,0.339,49
3420,0,28.56,-2.144,4,0.915,49
3421,0,51.46,0.146,3,-0.018,49
3422,0,62.82,1.282,2,-1.037,49
3423,0,26.12,-2.388,3,-0.605,49
3424,1,62.82,1.282,3,-0.288,49
3425,0,42.65,-0.735,3,-0.112,49
3426,1,47.0,-0.3,3,-0.35,49
3427,1,61.63,1.163,4,0.001,49
3428,0,50.98,0.098,3,-0.674,49
3429,0,34.519999999999996,-1.548,4,0.706,49
3430,1,28.509999999999998,-2.149,4,0.238,49
3431,0,45.28,-0.472,3,-0.155,49
3432,0,54.96,0.496,3,-0.285,49
3433,0,49.06,-0.094,4,0.163,49
3434,1,50.2,0.02,5,1.365,49
3435,1,53.31,0.331,4,0.386,49
3436,0,63.22,1.322,2,-1.622,49
3437,1,40.879999999999995,-0.912,4,0.305,49
3438,1,59.04,0.904,5,1.803,49
3439,1,53.09,0.309,5,1.556,49
3440,1,47.88,-0.212,4,0.193,49
3441,0,38.36,-1.164,2,-1.129,49
3442,1,54.9,0.49,3,-0.313,49
3443,1,48.6,-0.14,4,0.605,49
3444,1,50.89,0.089,4,0.882,49
3445,1,52.16,0.216,5,1.54,49
3446,1,42.9,-0.71,4,0.308,49
3447,1,50.01,0.001,4,0.582,49
3448,1,43.79,-0.621,2,-1.17,49
3449,0,64.74,1.474,4,0.432,49
3450,1,36.91,-1.309,5,1.38,49
3451,0,28.479999999999997,-2.152,3,-0.106,49
3452,0,39.42,-1.058,3,-0.478,49
3453,0,35.92,-1.408,2,-1.065,49
3454,0,47.11,-0.289,3,-0.545,49
3455,0,46.83,-0.317,2,-1.115,49
3456,0,35.019999999999996,-1.498,4,0.244,49
3457,0,39.69,-1.031,4,0.442,49
3458,0,39.870000000000005,-1.013,3,-0.107,49
3459,1,44.93,-0.507,3,-0.083,49
3460,0,36.269999999999996,-1.373,5,1.097,49
3461,1,34.77,-1.523,4,0.402,49
3462,0,59.21,0.921,2,-1.182,49
3463,1,46.31,-0.369,4,0.299,49
3464,0,43.46,-0.654,3,-0.431,49
3465,1,58.54,0.854,5,1.513,49
3466,0,40.019999999999996,-0.998,3,-0.667,49
3467,1,54.24,0.424,5,1.054,49
3468,0,45.65,-0.435,3,-0.256,49
3469,1,53.94,0.394,4,0.6,49
3470,0,43.45,-0.655,3,-0.67,49
3471,1,61.71,1.171,3,-0.104,49
3472,1,66.51,1.651,5,1.21,49
3473,0,51.19,0.119,3,-0.135,49
3474,0,40.68,-0.932,3,-0.841,50
3475,0,44.28,-0.572,3,-0.566,50
3476,0,44.5,-0.55,3,-0.023,50
3477,0,49.8,-0.02,3,-0.923,50
3478,0,44.24,-0.576,3,-0.595,50
3479,0,55.16,0.516,4,0.301,50
3480,0,56.63,0.663,5,1.207,50
3481,1,66.52,1.652,4,0.0,50
3482,0,51.31,0.131,3,-0.441,50
3483,0,59.519999999999996,0.952,3,-0.951,50
3484,0,41.58,-0.842,4,0.069,50
3485,1,56.79,0.679,4,0.055,50
3486,0,46.32,-0.368,3,-0.889,50
3487,0,50.36,0.036,3,-0.502,50
3488,0,55.69,0.569,3,-0.638,50
3489,0,61.97,1.197,2,-1.118,50
3490,0,53.46,0.346,3,-0.102,50
3491,0,56.230000000000004,0.623,4,0.671,50
3492,0,45.41,-0.459,5,1.481,50
3493,0,50.26,0.026,2,-1.531,50
3494,0,58.26,0.826,3,-0.224,50
3495,0,72.18,2.218,4,0.467,50
3496,1,53.35,0.335,4,0.221,50
3497,0,64.42,1.442,5,1.58,50
3498,1,52.68,0.268,1,-2.678,50
3499,0,46.31,-0.369,2,-1.271,50
3500,0,41.92,-0.808,5,1.123,50
3501,0,65.72,1.572,4,0.418,50
3502,0,55.15,0.515,2,-1.668,50
3503,0,57.77,0.777,4,0.253,50
3504,0,48.89,-0.111,4,0.086,50
3505,1,53.54,0.354,5,1.113,50
3506,1,49.67,-0.033,4,0.783,50
3507,0,50.98,0.098,3,-0.628,50
3508,0,40.91,-0.909,3,-0.683,50
3509,0,60.519999999999996,1.052,5,1.324,50
3510,0,54.64,0.464,4,0.855,50
3511,0,52.71,0.271,3,-0.028,50
3512,0,41.269999999999996,-0.873,2,-1.043,50
3513,0,44.02,-0.598,3,-0.005,50
3514,0,56.98,0.698,4,0.182,50
3515,0,57.43,0.743,3,-0.226,50
3516,0,39.81,-1.019,4,0.658,50
3517,1,44.82,-0.518,4,0.782,50
3518,0,47.35,-0.265,4,0.616,50
3519,0,40.620000000000005,-0.938,5,1.309,50
3520,0,55.12,0.512,2,-1.578,50
3521,0,37.06,-1.294,4,0.917,50
3522,0,42.72,-0.728,5,1.025,50
3523,0,50.49,0.049,5,1.548,50
3524,0,55.93,0.593,3,-0.58,50
3525,1,52.05,0.205,2,-1.418,50
3526,0,51.35,0.135,4,0.481,50
3527,0,68.36,1.836,4,0.825,50
3528,0,54.74,0.474,4,0.284,50
3529,0,42.13,-0.787,4,0.973,50
3530,0,51.27,0.127,3,-0.501,50
3531,0,38.82,-1.118,5,1.615,50
3532,0,34.33,-1.567,4,0.441,50
3533,0,37.94,-1.206,1,-2.516,50
3534,0,38.39,-1.161,5,1.238,50
3535,0,49.67,-0.033,4,0.599,50
3536,0,37.26,-1.274,5,1.181,50
3537,0,54.13,0.413,3,-0.631,50
3538,0,39.980000000000004,-1.002,3,-0.95,50
3539,1,52.01,0.201,2,-1.476,50
3540,1,35.9,-1.41,4,0.933,50
3541,0,62.04,1.204,3,-0.941,50
3542,0,74.69,2.469,5,1.231,50
3543,1,55.06,0.506,2,-1.116,50
3544,0,33.58,-1.642,4,0.883,50
3545,0,62.44,1.244,4,0.0,50
3546,1,44.96,-0.504,2,-1.941,50
3547,0,35.03,-1.497,3,-0.629,50
3548,0,54.54,0.454,3,-0.242,50
3549,0,62.95,1.295,4,0.236,50
3550,0,63.22,1.322,2,-1.166,50
3551,1,39.63,-1.037,3,-0.621,50
3552,0,44.72,-0.528,4,0.301,50
3553,0,59.55,0.955,3,-0.744,50
3554,1,42.25,-0.775,3,-0.546,50
3555,1,41.81,-0.819,2,-1.295,50
3556,0,54.29,0.429,3,-0.579,50
3557,0,54.7,0.47,4,0.669,51
3558,0,50.6,0.06,3,-0.048,51
3559,0,53.33,0.333,5,1.219,51
3560,0,40.55,-0.945,4,0.39,51
3561,0,51.81,0.181,4,0.844,51
3562,0,41.32,-0.868,4,0.867,51
3563,0,60.01,1.001,5,1.521,51
3564,0,45.37,-0.463,4,0.535,51
3565,1,74.24,2.424,3,-0.631,51
3566,0,36.5,-1.35,5,1.374,51
3567,0,48.06,-0.194,3,-0.218,51
3568,1,68.75,1.875,1,-2.261,51
3569,1,38.72,-1.128,3,-0.058,51
3570,0,25.76,-2.424,3,-0.2,51
3571,1,43.23,-0.677,2,-1.02,51
3572,0,55.59,0.559,4,0.404,51
3573,0,37.66,-1.234,3,-0.447,51
3574,0,47.31,-0.269,5,1.801,51
3575,1,58.24,0.824,3,-0.845,51
3576,0,51.66,0.166,4,0.722,51
3577,0,55.36,0.536,3,-0.334,51
3578,0,58.519999999999996,0.852,3,-0.217,51
3579,0,47.21,-0.279,4,0.524,51
3580,1,25.96,-2.404,1,-2.078,51
3581,0,53.96,0.396,5,1.573,51
3582,0,53.83,0.383,4,0.494,51
3583,1,26.560000000000002,-2.344,3,-0.814,51
3584,0,58.99,0.899,4,0.078,51
3585,0,67.05,1.705,3,-0.01,51
3586,0,38.79,-1.121,3,-0.249,51
3587,0,35.14,-1.486,3,-0.318,51
3588,0,70.9,2.09,2,-1.511,51
3589,0,51.27,0.127,4,0.661,51
3590,0,50.18,0.018,4,0.109,51
3591,0,53.77,0.377,3,-0.57,51
3592,1,52.79,0.279,4,0.797,51
3593,0,48.47,-0.153,4,0.056,51
3594,1,65.57,1.557,3,-0.257,51
3595,0,68.55,1.855,3,-0.532,51
3596,0,59.01,0.901,4,0.553,51
3597,1,51.22,0.122,2,-1.787,51
3598,0,55.58,0.558,3,-0.304,51
3599,0,55.98,0.598,4,0.448,51
3600,0,43.55,-0.645,5,1.026,51
3601,0,47.47,-0.253,5,1.382,51
3602,0,39.04,-1.096,4,0.048,51
3603,0,57.47,0.747,3,-0.246,51
3604,0,60.92,1.092,4,0.422,51
3605,0,56.56,0.656,4,0.082,51
3606,0,55.0,0.5,4,0.628,51
3607,0,55.8,0.58,3,-0.34,51
3608,0,52.27,0.227,4,0.423,51
3609,0,53.93,0.393,5,1.1,51
3610,0,52.91,0.291,6,2.584,51
3611,1,37.41,-1.259,2,-1.259,51
3612,0,64.65,1.465,5,1.121,51
3613,0,32.04,-1.796,4,0.169,51
3614,0,43.7,-0.63,4,0.307,51
3615,0,62.3,1.23,3,-0.013,51
3616,0,41.08,-0.892,5,1.473,51
3617,1,51.14,0.114,3,-0.62,51
3618,0,62.47,1.247,4,0.533,51
3619,0,52.26,0.226,2,-1.116,51
3620,1,74.93,2.493,3,-0.93,51
3621,0,46.5,-0.35,2,-1.198,52
3622,0,54.82,0.482,3,-0.437,52
3623,0,57.72,0.772,3,-0.043,52
3624,0,59.62,0.962,3,-0.531,52
3625,0,48.12,-0.188,3,-0.148,52
3626,0,46.87,-0.313,4,0.175,52
3627,0,74.3,2.43,2,-1.318,52
3628,0,50.21,0.021,2,-1.058,52
3629,0,36.129999999999995,-1.387,5,1.061,52
3630,0,44.980000000000004,-0.502,3,-0.899,52
3631,1,68.34,1.834,1,-2.3,52
3632,0,64.15,1.415,2,-1.26,52
3633,1,62.379999999999995,1.238,4,0.744,52
3634,0,42.25,-0.775,3,-0.661,52
3635,0,45.88,-0.412,3,-0.745,52
3636,0,54.93,0.493,3,-0.356,52
3637,0,47.92,-0.208,2,-1.637,52
3638,0,56.019999999999996,0.602,3,-0.333,52
3639,0,43.23,-0.677,5,1.875,52
3640,0,59.33,0.933,3,-0.012,52
3641,1,56.28,0.628,4,0.481,52
3642,0,67.1,1.71,3,-0.766,52
3643,1,51.44,0.144,4,0.43,52
3644,0,51.59,0.159,2,-1.192,52
3645,0,35.39,-1.461,2,-1.537,52
3646,0,51.12,0.112,4,0.568,52
3647,1,62.76,1.276,3,-0.296,52
3648,0,48.95,-0.105,4,0.859,52
3649,1,42.14,-0.786,3,-0.908,52
3650,0,53.71,0.371,2,-1.96,52
3651,1,47.65,-0.235,2,-1.316,52
3652,0,52.98,0.298,3,-0.518,52
3653,0,55.12,0.512,3,-0.978,52
3654,1,50.59,0.059,1,-2.55,52
3655,0,35.54,-1.446,3,-0.352,52
3656,0,62.56,1.256,5,1.142,52
3657,0,51.85,0.185,3,-0.348,52
3658,0,24.04,-2.596,3,-0.847,52
3659,1,60.75,1.075,4,0.31,52
3660,0,57.15,0.715,2,-1.564,52
3661,0,30.57,-1.943,3,-0.589,52
3662,1,34.75,-1.525,3,-0.612,52
3663,0,40.57,-0.943,3,-0.737,52
3664,0,53.67,0.367,3,-0.801,52
3665,0,40.4,-0.96,3,-0.685,52
3666,0,41.29,-0.871,4,0.212,52
3667,0,27.99,-2.201,2,-1.417,52
3668,0,47.26,-0.274,4,0.587,52
3669,1,65.78999999999999,1.579,3,-0.361,52
3670,0,48.25,-0.175,6,2.214,52
3671,0,41.7,-0.83,3,-0.485,52
3672,0,47.94,-0.206,3,-0.002,52
3673,0,62.95,1.295,3,-0.408,52
3674,0,61.230000000000004,1.123,5,1.263,52
3675,0,56.01,0.601,2,-1.827,53
3676,1,36.99,-1.301,2,-1.425,53
3677,0,62.79,1.279,4,0.765,53
3678,0,39.7,-1.03,4,0.873,53
3679,0,31.58,-1.842,3,-0.5,53
3680,0,54.22,0.422,4,0.73,53
3681,0,46.6,-0.34,4,0.253,53
3682,0,53.36,0.336,3,-0.519,53
3683,0,56.3,0.63,4,0.778,53
3684,0,46.29,-0.371,3,-0.408,53
3685,0,67.13,1.713,3,-0.521,53
3686,0,57.5,0.75,5,1.357,53
3687,0,55.46,0.546,4,0.71,53
3688,1,60.620000000000005,1.062,2,-1.423,53
3689,1,44.74,-0.526,3,-0.673,53
3690,1,74.19,2.419,3,-0.841,53
3691,0,55.34,0.534,3,-0.029,53
3692,1,70.55,2.055,3,-0.115,53
3693,0,24.4,-2.56,5,1.209,53
3694,0,47.92,-0.208,4,0.848,53
3695,0,68.87,1.887,2,-1.112,53
3696,0,46.96,-0.304,3,-0.084,53
3697,0,61.31,1.131,5,1.214,53
3698,0,46.12,-0.388,4,0.636,53
3699,0,49.12,-0.088,4,0.971,53
3700,1,39.74,-1.026,3,-0.654,53
3701,0,50.49,0.049,4,0.688,53
3702,0,57.95,0.795,4,0.157,53
3703,1,39.54,-1.046,2,-1.049,53
3704,1,47.89,-0.211,2,-1.397,53
3705,1,48.25,-0.175,3,-0.718,53
3706,0,54.13,0.413,4,0.43,53
3707,0,40.47,-0.953,3,-0.8,53
3708,0,54.06,0.406,5,1.62,53
3709,0,26.269999999999996,-2.373,4,0.669,53
3710,1,47.21,-0.279,2,-1.173,53
3711,0,42.88,-0.712,4,0.306,53
3712,1,57.88,0.788,1,-2.236,53
3713,0,45.22,-0.478,4,0.391,53
3714,0,53.4,0.34,3,-0.1,53
3715,0,50.84,0.084,4,0.911,53
3716,0,52.08,0.208,3,-0.194,53
3717,0,62.16,1.216,5,1.136,53
3718,0,38.66,-1.134,2,-1.076,53
3719,1,45.41,-0.459,3,-0.252,53
3720,0,41.870000000000005,-0.813,2,-1.48,53
3721,1,59.519999999999996,0.952,4,0.504,53
3722,0,66.97,1.697,3,-0.075,53
3723,1,52.46,0.246,3,-0.952,53
3724,0,55.76,0.576,3,-0.248,53
3725,0,63.31,1.331,4,0.25,53
3726,0,45.019999999999996,-0.498,3,-0.225,53
3727,0,42.9,-0.71,5,1.384,53
3728,0,43.92,-0.608,4,0.766,53
3729,0,46.18,-0.382,3,-0.119,53
3730,0,39.28,-1.072,5,1.416,53
3731,0,46.86,-0.314,2,-1.311,54
3732,0,30.21,-1.979,5,1.46,54
3733,0,47.32,-0.268,3,-0.028,54
3734,0,52.55,0.255,2,-1.318,54
3735,0,52.58,0.258,1,-2.376,54
3736,0,32.8,-1.72,1,-2.022,54
3737,0,54.97,0.497,2,-1.231,54
3738,0,43.96,-0.604,6,2.085,54
3739,0,51.42,0.142,4,0.934,54
3740,0,33.93,-1.607,5,1.066,54
3741,1,40.36,-0.964,4,0.414,54
3742,1,61.89,1.189,3,-0.935,54
3743,0,62.57,1.257,3,-0.081,54
3744,0,50.03,0.003,5,1.053,54
3745,1,67.09,1.709,3,-0.127,54
3746,0,65.16,1.516,3,-0.079,54
3747,0,48.6,-0.14,3,-0.867,54
3748,0,43.01,-0.699,3,-0.22,54
3749,0,41.32,-0.868,3,-0.113,54
3750,0,57.32,0.732,4,0.199,54
3751,0,51.04,0.104,5,1.28,54
3752,1,52.84,0.284,4,0.57,54
3753,1,51.17,0.117,4,0.023,54
3754,0,45.32,-0.468,2,-1.705,54
3755,0,42.26,-0.774,4,0.278,54
3756,0,48.3,-0.17,4,0.155,54
3757,0,45.519999999999996,-0.448,6,2.215,54
3758,0,39.54,-1.046,4,0.431,54
3759,0,55.78,0.578,5,1.35,54
3760,0,47.96,-0.204,3,-0.569,54
3761,0,50.08,0.008,2,-1.123,54
3762,0,43.82,-0.618,4,0.533,54
3763,0,38.39,-1.161,3,-0.062,54
3764,0,48.16,-0.184,5,1.563,54
3765,0,27.400000000000002,-2.26,3,-0.28,54
3766,0,55.56,0.556,3,-0.736,54
3767,0,50.53,0.053,4,0.907,54
3768,0,49.31,-0.069,4,0.415,54
3769,0,44.73,-0.527,4,0.015,54
3770,0,59.04,0.904,2,-1.248,54
3771,0,54.37,0.437,3,-0.113,54
3772,0,55.46,0.546,4,0.526,54
3773,0,44.769999999999996,-0.523,3,-0.807,54
3774,0,33.9,-1.61,2,-1.389,54
3775,0,40.33,-0.967,2,-1.3,54
3776,0,50.45,0.045,2,-1.835,54
3777,1,59.94,0.994,4,0.306,54
3778,0,50.06,0.006,2,-1.72,54
3779,0,47.06,-0.294,4,0.091,54
3780,0,25.44,-2.456,4,0.363,54
3781,0,47.55,-0.245,4,0.972,54
3782,0,43.0,-0.7,5,1.21,54
3783,0,48.26,-0.174,4,0.114,54
3784,0,60.86,1.086,4,0.834,54
3785,1,47.76,-0.224,4,0.501,54
3786,0,61.46,1.146,3,-0.202,55
3787,1,58.66,0.866,4,0.621,55
3788,1,37.46,-1.254,4,0.369,55
3789,1,49.81,-0.019,4,0.082,55
3790,0,51.13,0.113,1,-2.531,55
3791,0,45.76,-0.424,3,-0.616,55
3792,1,48.54,-0.146,4,0.18,55
3793,1,70.28,2.028,4,0.402,55
3794,1,43.41,-0.659,3,-0.233,55
3795,1,62.19,1.219,4,0.347,55
3796,1,57.95,0.795,4,0.67,55
3797,0,67.11,1.711,3,-0.252,55
3798,1,57.51,0.751,5,1.174,55
3799,1,38.43,-1.157,4,0.376,55
3800,1,46.86,-0.314,3,-0.139,55
